Song	~High PP	Difficulty	★	#	Multi	~Actual PP	Total	Comments
 Fade Into Darkness - 	46.30	Hard	1.16★					
 Blow Me Away - Breaking Benjamin	46.30	Normal	1.14★					
 Better Off Alone - 	46.20	Normal	1.15★					
 Batshit - Sofi Tukker	46.20	Hard	1.16★					
 Batshit - Sofi Tukker	46.20	Hard	1.16★					
 Avengers - Infinity War Cover - Norman Duck	46.10	Hard	1.15★					
 SMB NES Castle Maze - 	46.00	Easy	1.41★					
 Chinese Herbal Manual - Jay Chou	46.00	Expert	1.16★					
 Hooked on a Feeling - Blue Swede	45.90	Easy	1.15★					
 Party Favor - - MDR	45.90	Hard	1.15★					
 Weird Machine (ft. Nevve) (Syrex Nightcore) - DROELOE	45.80	Normal	1.14★					
 Don't Stop Me Now - Mapped by Looneyks	45.70	Normal	1.09★					
 Drop Pop Candy - Giga-P feat. Rin & Luka	45.70	Hard	1.13★					
 Midnight City - M83	45.70	Normal	1.14★					
 Gangnam Style - PSY	45.70	Normal	1.15★					
 Zzz - by Sasaki Sayaka	45.50	Normal	1.13★					
 Angels & Demons - 	45.50	Easy	1.17★					
 FRIENDS - Marshmello & Anne-Marie	45.40	Normal	1.12★					
 Terminator 2 Main Theme - The Good Theme	45.40	Hard	1.09★					
 Lay Down - Priestess	45.40	Normal	1.08★					
 NITW - Trailer - Alec Holowka	45.30	Expert	1.13★					
 The WALL - By DartG	45.30	Normal	1.11★					
 The WALL - By DartG	45.30	Normal	1.11★					
 Waiting For Love - Avicii	45.20	Easy	1.1★					
 The Avengers Theme Song - Marvel	45.10	Hard	1.13★					
 Livin' On A Prayer - Bon Jovi	45.10	Normal	1.14★					
 9,000 Miles - (Charted by M.Rappold)	45.00	Normal	1.1★					
 FFVII - Aerith's Theme - 	44.90	Normal	1.12★					
 Tongue Tied - Earl	44.90	Easy	1.07★					
 Goodbye to A World - by Porter Robinson	44.80	Hard	1.12★					
 Back in Black - AC/DC	44.60	Normal	1.12★					
 Pretty Girl (Cheat Codes x CADE Remix) - Maggie Lindemann	44.50	Hard	1.22★					
 Underground River - Made in Abyss	44.50	Normal	1.06★					
 LIKEY - 	44.50	Hard	1.11★					
 Pure Imagination - Ready Player One OST	44.40	Hard	1.12★					
 she is my wife - SUPER STAR ?-MITSURU-	44.30	Normal	1.11★					
 Chiru Chiru - REOL	44.20	Easy	1.1★					
 If you're happy and you know it - Clap your hands	44.20	Easy	1.05★					
 I Took A Pill In Ibiza - Seeb Remix	44.20	Normal	1.06★					
 Fatima (TV Size) - Kanako Ito	44.20	Expert	1.08★					
 Fatima (TV Size) - Kanako Ito	44.20	Expert	1.08★					
 Our Wrenally - Chart by Kizuflux	44.10	Easy	1.15★					
 Hyouri Ittai - ?kagamine Rin Len?	44.10	Normal	1.05★					
 Attack on Titan - Roselia - Guren no Yumiya Cover	44.10	Normal	1.34★					
 Everybody Wants To Rule The World - by Tears for Fears	44.00	Normal	1.08★					
 Tetris Effect Trailer - I'm yours forever	44.00	Expert	1.06★					
 Holy War - BoomKitty	43.90	Normal	1.07★					
 Bomb Rush Blush - 	43.90	Normal	1.09★					
 Short Change Hero - the Heavy	43.90	Easy	1.07★					
 This Is America - Childish Gambino	43.90	Easy	1.08★					
 Torches - 	43.80	Normal	1.09★					
 Pon De Replay - Remix - feat. Elephant Man	43.80	Normal	1.09★					
 Spoiler - DJ Hyper - 	43.70	Easy	1.12★					
 I'm Han Solo - 	43.70	Normal	1.1★					
 Fatima (TV Size) - Kanako Ito	43.70	Expert	1.08★					
 FIFA 2018 Rusia - live it up	43.60	Normal	1.17★					
 POP TEAM EPIC - by Sumire Uesaka	43.60	Normal	1.09★					
 I Want You - DJMAX	43.50	Easy	1.08★					
 Renegade - phoenix7700	43.50	Easy	1.09★					
 Night is on my mind - Dillon Francis Remix	43.50	Normal	1.09★					
 No Time For Caution - Docking	43.50	Hard	1.07★					
 No Time For Caution - Docking	43.50	Hard	1.07★					
 Cotton Eyed Joe - Rednex	43.40	Easy	1.08★					
 Happy Synthesizer  - Chart by Mystikmol	43.40	Normal	1.05★					
 Bloom - ODEZA	43.40	Easy	1.07★					
 He's a pirate - Hans Zimmer & Klaus Badelt	43.40	Normal	1.08★					
 He's a pirate - Hans Zimmer & Klaus Badelt	43.40	Normal	1.08★					
 Fatima (TV Size) - Kanako Ito	43.40	Expert	1.08★					
 Fatima (TV Size) - Kanako Ito	43.40	Expert	1.08★					
 Kaizo Trap (Yazer) ScoreFix - Leslie Wai	43.30	Normal	1.13★					
 SMB NES Castle Maze - 	43.30	Normal	1.39★					
 Pure Imagination - Ready Player One OST	43.30	Normal	1.12★					
 Energy Drink - Chart By Moriik	43.20	Normal	1.06★					
 It's Not Unusual - Tom Jones	43.20	Easy	1.08★					
 Lycanthropy - 	43.20	Normal	1.06★					
 Comfortably Numb - Pink Floyd	43.20	Expert	1.07★					
 Vortal Combat HL2 Ep2 - Valve	43.10	Expert	2.08★					
 Lone Digger - Caravan Palace	43.10	Normal	1.08★					
 Stamina - Vitalic	43.10	Normal	1.08★					
 Contact - 	43.10	Normal	1.08★					
 Strangers Like Me - Phil Collins	43.10	Normal	1.06★					
 Bomb Rush Blush (Smash Ultimate Mix) - Tomoya Ohtani	43.00	Hard	1.07★					
 Remix 10 - Rhythm Tengoku	43.00	Hard	1.04★					
 The Balled of Mona Lisa - 	43.00	Hard	1.08★					
 RIGHT ON TIME - from GF and DM	42.90	Easy	1.07★					
 More One Night (Assertive Bootleg Remix) - Chito (CV: Minase Inori), Yuuri (CV: Kubo Yurika)	42.80	Normal	1.07★					
 Shut Up and Dance - WALK THE MOON	42.70	Normal	1.05★					
 Buttonmasher - chart by Moriik	42.70	Normal	1.04★					
 No Name - NF	42.60	Easy	1.07★					
 Crack Traxxxx - Chart by Mystikmol	42.50	Normal	1.13★					
 Arcana - Xtrullor	42.50	Hard	1.06★					
 Let Her Go - Passenger	42.30	Hard	1.02★					
 Dimension - Creo	42.30	Easy	1.06★					
 Deja Vu - Inital D	42.30	Easy	1.04★					
 Pop Culture - Madeon	42.10	Hard	1.05★					
 Hyrule Market [OoT] (Guitar Cover) - FamilyJules	42.10	Normal	1.05★					
 Party Favor - - MDR	42.10	Normal	1.05★					
 Vicarious - 	42.10	Normal	1.05★					
 Gladiator - Zayde Wolf	41.90	Hard	1.01★					
 We Built this City - Starship	41.80	Normal	1.03★					
 Hey Duggie Stick Song - Cbeebies	41.80	Normal	1.02★					
 Bohemian Rhapsody - Queen	41.60	Easy	1★					
 A-Punk - Vampire Weekend	41.60	Easy	1★					
 I'll Make A Man Out Of You - Mulan	41.60	Normal	1★					
 Dempa Song with Hammer - Kana	41.50	Easy	1.04★					
 Star Spangled Banner - American Anthem	41.50	Normal	1★					
 Basics in Behavior [Blue] - The Living Tombstone	41.40	Normal	1.03★					
 Roblox Despacito Fornite Dance - 	41.30	Expert	0.99★					
 IS PEPSI OK? - Danny Casale	41.30	Expert	1.03★					
 Too Many Man - Boy Better Know	41.30	Normal	1.04★					
 I Like It - Cardi B	41.30	Easy	1.03★					
 Vices - 	41.20	Normal	1.03★					
 Immortal2 - Immortal YT	41.10	Easy	0.98★					
 ANTARCTICA - $UICIDEBOY$	41.10	Expert	1.01★					
 Blue (KNY Factory Remix) - Effeil 65	41.10	Normal	1.01★					
 Blue (KNY Factory Remix) - Effeil 65	41.10	Normal	1.01★					
 Bring It On - Giga-P	40.90	Easy	1.02★					
 Purple Lamborghini - 	40.90	Expert	1.02★					
 The Last Of Us - Arcade Scene (Left Behind DLC) - The Last Of Us - Ellie's Arcade Experience	40.80	Expert	1.1★					
 Game Time - 3LAU, feat. NINJA	40.60	Normal	1.01★					
 Holding Out for a Hero - Bonnie Tyler	40.50	Easy	0.99★					
 Pure Imagination - Willy Wonka and the Chocolate Factory	40.50	Normal	1.01★					
 Never Regret Anything - Chart by Mystikmol	40.40	Easy	1.01★					
 Earth Meets Water - PointedSprite	40.30	Easy	1.02★					
 cYsmix - Escapism (BilliumMoto Flip) - 	40.30	Easy	1.01★					
 Just be Friends feat. Luka - by Dixie Flatline	40.20	Normal	0.97★					
 Gimme Chocolate!! - BABYMETAL	40.20	Hard	1.01★					
 Crystal Palace _ by SHIKI - 	40.20	Normal	1.01★					
 Good Times Roll - Griz x Big Gigantic	40.10	Hard	1.88★					
 Lethargy - Bastille	40.10	Normal	0.99★					
 Tetris Effect Trailer - I'm yours forever	40.00	Hard	0.97★					
 The Grid - 	39.80	Expert	0.99★					
 Let It Go - Frozen - Alex Boye  - (Africanized Tribal Cover) Ft. One Voice Children's Choir	39.80	Normal	0.98★					
 Let It Go - Frozen - Alex Boye  - (Africanized Tribal Cover) Ft. One Voice Children's Choir	39.80	Easy	0.95★					
 Uninvited - Uninvited	39.80	Normal	1.05★					
 Shooting Stars (Onderkoffer Remix) - Bag Raiders	39.80	Normal	1★					
 DrumsYT - 	39.70	Normal	0.98★					
 Danger Zone - Kenny Logins	39.70	Normal	1★					
 Guys My Age - MurmaiderMan	39.70	Expert	0.99★					
 Guys My Age - MurmaiderMan	39.70	Expert	0.99★					
 Guys My Age - MurmaiderMan	39.70	Expert	0.99★					
 Guys My Age - MurmaiderMan	39.70	Expert	0.99★					
 Guys My Age - MurmaiderMan	39.70	Expert	0.99★					
 Doomsday - Nero - 	39.50	Normal	0.97★					
 The Way I Are - Timbaland	39.40	Easy	0.99★					
 Numb - Linkin Park	39.30	Normal	0.93★					
 September - 	39.30	Expert	1.89★					
 Pretty Girl (Cheat Codes x CADE Remix) - Maggie Lindemann	39.20	Normal	0.96★					
 GHOST - Jaden Smith (Ft Christian Rich)	39.20	Normal	0.98★					
 Yeah! - Usher	39.10	Easy	0.98★					
 Raining Tacos2 - short	39.10	Normal	0.96★					
 Solitary Man - Solitary Man	39.10	Easy	0.98★					
 The Final Countdown - Europe	39.00	Normal	0.96★					
 Provocame - 	39.00	Normal	0.98★					
 Limbo - Daddy Yankee	38.90	Easy	0.95★					
 Love Runs Out - OneRepublic	38.80	Normal	0.96★					
 Seven Nation Army - The White Stripes	38.80	Normal	0.98★					
 A Memory Away - 	38.80	Easy	0.97★					
 Hyadain no Joujou Yuujou - Hyadain	38.70	Normal	0.96★					
 Never Sing Again - 	38.60	Expert	1.04★					
 What You Know - Two Door Cinema Club	38.50	Normal	0.95★					
 Hentai - Pink Guy - 	38.40	Expert	0.96★					
 Welcome to the Family - Avenged Sevenfold	38.30	Easy	0.92★					
 You are the Miserable - 	38.20	Easy	0.95★					
 You are the Miserable - 	38.20	Easy	0.95★					
 Hello, Morning (Short edit) - Nor ft. Kizuna AI	38.10	Easy	0.93★					
 Dragonborn - Skyrim	38.10	Easy	0.94★					
 The Queens Justice - Game of Thrones	38.10	Normal	0.95★					
 Friend Like Me - Aladdin OST	38.00	Easy	0.95★					
 Hyper Drive - Jaroslav Beck, Generdyn	37.90	Hard	0.91★					
 Knights of Cydonia (Single Edit) - Muse	37.90	Normal	0.93★					
 Rich Love - One Republic and Seeb	37.80	Normal	0.94★					
 Redbone - Childish Gambino	37.70	Hard	0.93★					
 Movement - 	37.60	Hard	0.94★					
 Tightrope (Wondamix) - Janelle Monáe feat. B.o.B. & Lupe Fiasco	37.40	Easy	0.96★					
 One Small Thing - MLP The Movie	37.30	Easy	0.93★					
 The Nights - 	37.30	Normal	0.92★					
 Wake Me Up When September Ends - Green Day	37.20	Normal	0.93★					
 GothicStorm - GothicStormYT	37.20	Normal	0.93★					
 I can't stop - Flux Pavilion	37.10	Normal	0.92★					
 Odd Future - Uverworld	37.10	Normal	0.91★					
 Mute City - F-Zero	36.90	Normal	0.92★					
 Ohh Juventud - 	36.90	Normal	0.93★					
 Ohh Juventud - 	36.90	Normal	0.93★					
 Moon Man - Notorious - Notorious kkk	36.80	Expert	0.92★					
 Le castle vania - 	36.70	Expert	0.85★					
 Le castle vania - 	36.70	Expert	0.85★					
 The Merchant Guild - Junghwan Park	36.50	Normal	0.91★					
 Bubble Pop - Hyuna	36.50	Easy	0.91★					
 Future Overture (Short ver.18) - Mitchie M 	36.50	Hard	0.9★					
 Way Back - 	36.50	Normal	0.91★					
 I'm being Reelistic - Omnitica	36.50	Easy	0.91★					
 D&D Beyond - Sam Riegel & Mr.Fantastic	36.40	Hard	0.93★					
 Kazoo Kid - Trap Remix	36.30	Expert	0.86★					
 Faces Between the Teapots - 	36.20	Normal	0.87★					
 Running in the 90's - Initial D	36.10	Easy	0.89★					
 Ultimate Ascension - Chart by Mystikmol	36.00	Easy	0.88★					
 Pop Culture - Madeon	35.90	Normal	0.91★					
 I Ain't Done - Andy Mineo	35.90	Easy	0.9★					
 9,000 Miles - (Charted by M.Rappold)	35.90	Easy	0.88★					
 The Water Song - BottledWaterMatters	35.80	Easy	0.89★					
 SMB NES Castle Maze - 	35.80	Hard	1.03★					
 The Greatest Show - The Greatest Showman	35.80	Normal	0.87★					
 Party Favor - - MDR	35.70	Easy	0.89★					
 Made An America - THE FEVER 333	35.60	Normal	0.89★					
 Blind Heart - Radio Edit	35.30	Expert	0.88★					
 Blind Heart - Radio Edit	35.30	Expert	0.88★					
 Blind Heart - Radio Edit	35.30	Expert	0.88★					
 Vicarious - 	35.10	Easy	0.88★					
 You Know - 	35.10	Normal	0.88★					
 You Know - 	35.10	Normal	0.88★					
 Loud Pipes - ft Duke	34.90	Normal	0.88★					
 PSVR Announcement Song - E3 2018	34.40	Expert	0.82★					
 hantai_original_mix - hantai_original_mix	34.30	Easy	0.86★					
 Rich Love - One Republic and Seeb	34.10	Easy	0.85★					
 Lights - Klaypex	34.10	Normal	0.87★					
 Alcoholic (CAZZETTE s Trapleg Mix) - Tim Berg	33.90	Normal	0.85★					
 Prayer - Chart by Mystikmol	33.30	Easy	0.83★					
 The Avengers Theme Song - Marvel	33.30	Normal	0.86★					
 BoJack Horseman Theme - 	33.20	Expert	0.82★					
 Awe - prototyperaptor	33.10	Normal	0.81★					
 Awe - prototyperaptor	33.10	Normal	0.81★					
 Dangerous Night - 30 Seconds to Mars	33.00	Normal	0.78★					
 Just Give 'em One of These - Selfish High heels	32.90	Expert+	0.79★					
 Swiggity - IZECOLD	32.80	Normal	1.53★					
 FUCK YOU! - Kizuna Ai	32.80	Hard	0.82★					
 Game Time - 3LAU, feat. NINJA	32.00	Easy	0.8★					
 Little Sister Wakes You Up (ASMR) - Softpantsu	31.90	Easy	0.8★					
 citrus - Chart by Mystikmol	31.80	Easy	0.76★					
 Emergency Broadcast - Shutterz	31.70	Expert	0.76★					
 Powerful - Major Lazer	31.30	Easy	0.75★					
 Crack Traxxxx - Chart by Mystikmol	31.20	Easy	0.82★					
 Pretty Girl (Cheat Codes x CADE Remix) - Maggie Lindemann	31.20	Easy	0.79★					
 Hey Duggie Stick Song - Cbeebies	31.20	Easy	0.78★					
 My Longest Yeah Boy Ever - 	31.00	Expert	0.75★					
 In Between - Charted by PyroBillie	30.80	Easy	0.73★					
 Popcorn Funk - Monstaz.	30.80	Normal	0.76★					
 I  - Chart by Mystikmol	30.70	Easy	0.77★					
 Black Emperor - Chart by Mystikmol	30.60	Easy	0.75★					
 Love Runs Out - OneRepublic	30.60	Easy	0.77★					
 Edge of Night - Return of the King	30.30	Hard	0.76★					
 I  - Chart by Mystikmol	30.20	Normal	0.75★					
 Odd Future - Uverworld	30.20	Easy	0.74★					
 Ping Pong (Dani Deahl Remix) - Ping Pong (DD Remix)	30.10	Normal	0.75★					
 All That - 	30.10	Hard	0.81★					
 More One Night (Assertive Bootleg Remix) - Chito (CV: Minase Inori), Yuuri (CV: Kubo Yurika)	30.10	Easy	0.72★					
 Pentakill - Different Heaven	30.00	Easy	0.75★					
 Vagrant - Feint ft. Veela	30.00	Easy	0.73★					
 Meltdown feat. Rin - by Iroha(Sasaki)	29.90	Normal	0.75★					
 Multiplayer Theme - Black Ops 2 OST	29.90	Expert+	0.72★					
 Clint Eastwood - Gorillaz	29.90	Normal	0.73★					
 Moving - 	29.90	Hard	0.75★					
 Moving - 	29.90	Hard	0.75★					
 Moving - 	29.80	Hard	0.75★					
 The Fox (What Does The Fox Say?) - Ylvis	29.70	Normal	0.74★					
 Happy Synthesizer  - Chart by Mystikmol	29.60	Easy	0.74★					
 Jocelyn Flores - xxxTentacion	29.40	Normal	0.72★					
 Astrogazer - D.J Totto - 	29.20	Easy	0.73★					
 I Knew You Were Trouble - We Came As Romans	29.10	Easy	0.74★					
 I Knew You Were Trouble - We Came As Romans	29.00	Easy	0.74★					
 Future Overture (Short ver.18) - Mitchie M 	28.90	Normal	0.72★					
 Gravity Falls Theme - (Beatmap by Chandoggie)	28.70	Normal	0.69★					
 The Greatest Show - The Greatest Showman	28.60	Easy	0.69★					
 You Know - 	28.60	Easy	0.71★					
 You Know - 	28.60	Easy	0.71★					
 1Gas Mask - Generdyn	28.00	Expert	0.68★					
 I can't stop - Flux Pavilion	27.80	Easy	0.69★					
 Blood Sugar - Knife Party Remix	27.80	Normal	0.68★					
 You So Precious - 	27.80	Expert	0.69★					
 SouthPark goth song - 	27.70	Easy	0.71★					
 Witchcraft - Pendulum	27.70	Normal	0.69★					
 Sweden (Minecraft Soundtrack) - C418	27.20	Expert	0.65★					
 Made An America - THE FEVER 333	27.10	Easy	0.68★					
 Hyper Drive - Jaroslav Beck, Generdyn	27.00	Normal	0.64★					
 WALK ON WATER - 30 SECONDS TO MARS	26.90	Normal	0.67★					
 Roller Mobster - 	26.50	Hard	0.64★					
 Roller Mobster - 	26.50	Hard	0.64★					
 Pop Culture - Madeon	26.40	Easy	0.67★					
 The Merchant Guild - Junghwan Park	26.20	Easy	0.65★					
 Roller Mobster - 	26.00	Hard	0.64★					
 G.O.M.D - Sickick	25.50	Normal	0.63★					
 Batshit - Sofi Tukker	25.50	Normal	0.68★					
 G.O.M.D - Sickick	25.50	Normal	0.63★					
 Batshit - Sofi Tukker	25.50	Normal	0.68★					
 Cut Your Teeth - Kygo & Kyla La Grange	25.40	Normal	0.61★					
 Dyscontrolled Galaxy  - Chart by Mystikmol	25.40	Easy	0.64★					
 Multiplayer Theme - Black Ops 2 OST	25.30	Expert	0.61★					
 Beat it - Michael Jackson	25.30	Normal	0.64★					
 You're Welcome - Moana	24.90	Hard	1.29★					
 Gladiator - Zayde Wolf	24.60	Normal	0.61★					
 Mii Channel Theme - 	24.40	Hard	0.61★					
 Mii Channel Theme - 	24.40	Hard	0.61★					
 Mii Channel Theme - 	24.30	Hard	0.61★					
 La Grange - ZZ Top	24.10	Easy	0.59★					
 Imperial March - Darth Vader's Theme	24.00	Normal	0.58★					
 Unravel (TV Size) - TK	23.80	Hard	0.59★					
 Unravel (TV Size) - TK	23.80	Hard	0.59★					
 Unravel (TV Size) - TK	23.80	Hard	0.59★					
 Unravel (TV Size) - TK	23.80	Hard	0.59★					
 Unravel (TV Size) - TK	23.80	Hard	0.59★					
 Unravel (TV Size) - TK	23.80	Hard	0.58★					
 Unravel (TV Size) - TK	23.80	Hard	0.58★					
 Unravel (TV Size) - TK	23.80	Hard	0.58★					
 Unravel (TV Size) - TK	23.80	Hard	0.58★					
 Touch Me - 	23.50	Normal	0.56★					
 Touch Me - 	23.50	Normal	0.56★					
 Touch Me - 	23.50	Normal	0.56★					
 Touch Me - 	23.50	Normal	0.56★					
 Knights of Cydonia (Single Edit) - Muse	23.10	Easy	0.58★					
 1812 Overture - Tchaikovsky	23.00	Expert	0.58★					
 Batshit - Sofi Tukker	23.00	Easy	0.56★					
 Batshit - Sofi Tukker	23.00	Easy	0.56★					
 1812 Overture - Tchaikovsky	22.70	Hard	0.55★					
 Just Give 'em One of These - Selfish High heels	22.60	Expert	0.57★					
 The System is Down - 	22.60	Hard	0.55★					
 Everybody Dies in Their Nightmares - XXXTentacion	21.80	Normal	0.54★					
 Multiplayer Theme - Black Ops 2 OST	21.80	Hard	0.52★					
 The Avengers Theme Song - Marvel	21.70	Easy	0.54★					
 Back in Black - AC/DC	20.50	Easy	0.51★					
 One More Time - Berlin Child	20.00	Easy	0.49★					
 Tim - CORI x Awero	19.80	Easy	0.49★					
 Gas Mask - Generdyn	19.60	Hard	0.48★					
 Touch Me - Botnek	19.60	Hard	0.49★					
 Touch Me - Botnek	19.60	Hard	0.49★					
 Touch Me - Botnek	19.60	Hard	0.49★					
 Touch Me - Botnek	19.60	Hard	0.49★					
 Touch Me - Botnek	19.60	Hard	0.49★					
 Touch Me - Botnek	19.60	Hard	0.49★					
 Touch Me - Botnek	19.60	Hard	0.49★					
 Touch Me - Botnek	19.60	Hard	0.49★					
 Touch Me - Botnek	19.60	Hard	0.49★					
 Touch Me - Botnek	19.60	Hard	0.49★					
 Touch Me - 	19.50	Hard	0.49★					
 Touch Me - 	19.50	Hard	0.49★					
 Touch Me - 	19.50	Hard	0.49★					
 Lay Down - Priestess	18.90	Easy	0.47★					
 Burn It Down - AWOLNATION	18.50	Easy	0.46★					
 Cut Your Teeth - Kygo & Kyla La Grange	18.00	Easy	0.45★					
 1812 Overture - Tchaikovsky	17.10	Easy	0.41★					
 I Have the High Ground - 	17.00	Expert+	0.42★					
 I Have the High Ground - 	17.00	Expert+	0.42★					
 Clint Eastwood - Gorillaz	16.30	Easy	0.41★					
 Witchcraft - Pendulum	16.10	Easy	0.41★					
 G.O.M.D - Sickick	15.90	Easy	0.4★					
 G.O.M.D - Sickick	15.90	Easy	0.4★					
 Beat it - Michael Jackson	15.50	Easy	0.39★					
 GHOST - Jaden Smith (Ft Christian Rich)	14.90	Easy	0.37★					
 The Nights - 	12.40	Hard	1.56★					
 Unravel (TV Size) - TK	12.20	Expert	0.24★					
 Twentieth Century Fox Fanfare with CinemaScope Extension - John Williams	9.00	Expert	0.25★					
  we're - not aiming for the truck	9.00	Expert+	0.25★					
 Getaway - Earth Wind and Fire	9.00	Normal	0.25★					
 Getaway - Earth Wind and Fire	9.00	Normal	0.25★					
 Unravel (TV Size) - TK	9.00	Expert	0.24★					
 Unravel (TV Size) - TK	9.00	Expert	0.24★					
 Unravel (TV Size) - TK	9.00	Expert	0.24★					
